id,title,brand,prompt
bell_star_dlx_mips_gloss_black,"Bell bell_star_dlx_mips_gloss-black",Bell,"Professional 8k studio product photography of a Bell bell_star_dlx_mips_gloss-black motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_dlx_mips_matte-black,"Bell Star DLX MIPS Matte Black",Bell,"Professional 8k studio product photography of a Bell Star DLX MIPS Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_dlx_mips_raptor-tc-1,"Bell Star DLX MIPS Raptor TC-1",Bell,"Professional 8k studio product photography of a Bell Star DLX MIPS Raptor TC-1 motorcycle helmet. Features: gloss Raptor TC-1 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_dlx_mips_silver-metallic,"Bell Star DLX MIPS Silver Metallic",Bell,"Professional 8k studio product photography of a Bell Star DLX MIPS Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_dlx_mips_solid-tc-1,"Bell Star DLX MIPS Solid TC-1",Bell,"Professional 8k studio product photography of a Bell Star DLX MIPS Solid TC-1 motorcycle helmet. Features: gloss Solid TC-1 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_dlx_mips_solid_tc_3,"Bell bell_star_dlx_mips_solid-tc-3",Bell,"Professional 8k studio product photography of a Bell bell_star_dlx_mips_solid-tc-3 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bell_star_matte-black,"Bell Star Matte Black",Bell,"Professional 8k studio product photography of a Bell Star Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_avalon,"Bering Avalon",Bering,"Professional 8k studio product photography of a Bering Avalon motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_avalon_anthracite,"Bering Avalon Anthracite",Bering,"Professional 8k studio product photography of a Bering Avalon Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_avalon_matte-black,"Bering Avalon Matte Black",Bering,"Professional 8k studio product photography of a Bering Avalon Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_avalon_white,"Bering Avalon White",Bering,"Professional 8k studio product photography of a Bering Avalon White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_hero_2,"Bering Hero 2",Bering,"Professional 8k studio product photography of a Bering Hero 2 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_hero_2_gloss-white,"Bering Hero 2 Gloss White",Bering,"Professional 8k studio product photography of a Bering Hero 2 Gloss White motorcycle helmet. Features: gloss Gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_hero_2_grey,"Bering Hero 2 Grey",Bering,"Professional 8k studio product photography of a Bering Hero 2 Grey motorcycle helmet. Features: matte Grey finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bering_hero_2_matte-black,"Bering Hero 2 Matte Black",Bering,"Professional 8k studio product photography of a Bering Hero 2 Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_defender,"Bilmola Defender",Bilmola,"Professional 8k studio product photography of a Bilmola Defender motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_defender_apex-grey,"Bilmola Defender Apex Grey",Bilmola,"Professional 8k studio product photography of a Bilmola Defender Apex Grey motorcycle helmet. Features: gloss Apex Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_defender_gloss-black,"Bilmola Defender Gloss Black",Bilmola,"Professional 8k studio product photography of a Bilmola Defender Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_defender_gloss-white,"Bilmola Defender Gloss White",Bilmola,"Professional 8k studio product photography of a Bilmola Defender Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_defender_hi-viz-yellow,"Bilmola Defender Hi-Viz Yellow",Bilmola,"Professional 8k studio product photography of a Bilmola Defender Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_explorer,"Bilmola Explorer",Bilmola,"Professional 8k studio product photography of a Bilmola Explorer motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_explorer_gloss-black,"Bilmola Explorer Gloss Black",Bilmola,"Professional 8k studio product photography of a Bilmola Explorer Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_explorer_gloss-white,"Bilmola Explorer Gloss White",Bilmola,"Professional 8k studio product photography of a Bilmola Explorer Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_explorer_silver-metallic,"Bilmola Explorer Silver Metallic",Bilmola,"Professional 8k studio product photography of a Bilmola Explorer Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_explorer_street-red,"Bilmola Explorer Street Red",Bilmola,"Professional 8k studio product photography of a Bilmola Explorer Street Red motorcycle helmet. Features: matte Street Red finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_nex,"Bilmola Nex",Bilmola,"Professional 8k studio product photography of a Bilmola Nex motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_nex_anthracite,"Bilmola Nex Anthracite",Bilmola,"Professional 8k studio product photography of a Bilmola Nex Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_nex_gloss-black,"Bilmola Nex Gloss Black",Bilmola,"Professional 8k studio product photography of a Bilmola Nex Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_nex_silver-metallic,"Bilmola Nex Silver Metallic",Bilmola,"Professional 8k studio product photography of a Bilmola Nex Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
bilmola_nex_urban-red,"Bilmola Nex Urban Red",Bilmola,"Professional 8k studio product photography of a Bilmola Nex Urban Red motorcycle helmet. Features: gloss Urban Red finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_bonanza,"Biltwell Bonanza",Biltwell,"Professional 8k studio product photography of a Biltwell Bonanza motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_bonanza_anthracite,"Biltwell Bonanza Anthracite",Biltwell,"Professional 8k studio product photography of a Biltwell Bonanza Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_bonanza_gloss-black,"Biltwell Bonanza Gloss Black",Biltwell,"Professional 8k studio product photography of a Biltwell Bonanza Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_bonanza_pearl-white,"Biltwell Bonanza Pearl White",Biltwell,"Professional 8k studio product photography of a Biltwell Bonanza Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_bonanza_street-grey,"Biltwell Bonanza Street Grey",Biltwell,"Professional 8k studio product photography of a Biltwell Bonanza Street Grey motorcycle helmet. Features: matte Street Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_ece,"Biltwell Gringo ECE",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo ECE motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_ece_anthracite,"Biltwell Gringo ECE Anthracite",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo ECE Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_ece_hi-viz-yellow,"Biltwell Gringo ECE Hi-Viz Yellow",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo ECE Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_ece_matte-black,"Biltwell Gringo ECE Matte Black",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo ECE Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_ece_stripe-grey,"Biltwell Gringo ECE Stripe Grey",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo ECE Stripe Grey motorcycle helmet. Features: matte Stripe Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_s,"Biltwell Gringo S",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo S motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_s_anthracite,"Biltwell Gringo S Anthracite",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo S Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_s_camo-blue,"Biltwell Gringo S Camo Blue",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo S Camo Blue motorcycle helmet. Features: gloss Camo Blue finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_s_gloss-white,"Biltwell Gringo S Gloss White",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo S Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_gringo_s_matte-black,"Biltwell Gringo S Matte Black",Biltwell,"Professional 8k studio product photography of a Biltwell Gringo S Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lane_splitter,"Biltwell Lane Splitter",Biltwell,"Professional 8k studio product photography of a Biltwell Lane Splitter motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lane_splitter_anthracite,"Biltwell Lane Splitter Anthracite",Biltwell,"Professional 8k studio product photography of a Biltwell Lane Splitter Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lane_splitter_matte-black,"Biltwell Lane Splitter Matte Black",Biltwell,"Professional 8k studio product photography of a Biltwell Lane Splitter Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lane_splitter_racer-tc-3,"Biltwell Lane Splitter Racer TC-3",Biltwell,"Professional 8k studio product photography of a Biltwell Lane Splitter Racer TC-3 motorcycle helmet. Features: gloss Racer TC-3 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lane_splitter_vortex-grey,"Biltwell Lane Splitter Vortex Grey",Biltwell,"Professional 8k studio product photography of a Biltwell Lane Splitter Vortex Grey motorcycle helmet. Features: gloss Vortex Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lanesplitter_v2,"Biltwell Lanesplitter V2",Biltwell,"Professional 8k studio product photography of a Biltwell Lanesplitter V2 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lanesplitter_v2_gloss-black,"Biltwell Lanesplitter V2 Gloss Black",Biltwell,"Professional 8k studio product photography of a Biltwell Lanesplitter V2 Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lanesplitter_v2_hi-viz-yellow,"Biltwell Lanesplitter V2 Hi-Viz Yellow",Biltwell,"Professional 8k studio product photography of a Biltwell Lanesplitter V2 Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
biltwell_lanesplitter_v2_racer-grey,"Biltwell Lanesplitter V2 Racer Grey",Biltwell,"Professional 8k studio product photography of a Biltwell Lanesplitter V2 Racer Grey motorcycle helmet. Features: gloss Racer Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_duke_x,"Caberg Duke X",Caberg,"Professional 8k studio product photography of a Caberg Duke X motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_duke_x_gloss-black,"Caberg Duke X Gloss Black",Caberg,"Professional 8k studio product photography of a Caberg Duke X Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_duke_x_hi-viz-yellow,"Caberg Duke X Hi-Viz Yellow",Caberg,"Professional 8k studio product photography of a Caberg Duke X Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_duke_x_pearl-white,"Caberg Duke X Pearl White",Caberg,"Professional 8k studio product photography of a Caberg Duke X Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_duke_x_tech-red,"Caberg Duke X Tech Red",Caberg,"Professional 8k studio product photography of a Caberg Duke X Tech Red motorcycle helmet. Features: matte Tech Red finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_flyon_ii,"Caberg Flyon II",Caberg,"Professional 8k studio product photography of a Caberg Flyon II motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_flyon_ii_anthracite,"Caberg Flyon II Anthracite",Caberg,"Professional 8k studio product photography of a Caberg Flyon II Anthracite motorcycle helmet. Features: matte Anthracite finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_flyon_ii_flow-grey,"Caberg Flyon II Flow Grey",Caberg,"Professional 8k studio product photography of a Caberg Flyon II Flow Grey motorcycle helmet. Features: gloss Flow Grey finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_flyon_ii_gloss-black,"Caberg Flyon II Gloss Black",Caberg,"Professional 8k studio product photography of a Caberg Flyon II Gloss Black motorcycle helmet. Features: gloss Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_flyon_ii_hi-viz-yellow,"Caberg Flyon II Hi-Viz Yellow",Caberg,"Professional 8k studio product photography of a Caberg Flyon II Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_horus,"Caberg Horus",Caberg,"Professional 8k studio product photography of a Caberg Horus motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_horus_gloss-black,"Caberg Horus Gloss Black",Caberg,"Professional 8k studio product photography of a Caberg Horus Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_horus_silver-metallic,"Caberg Horus Silver Metallic",Caberg,"Professional 8k studio product photography of a Caberg Horus Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_horus_tech-tc-1,"Caberg Horus Tech TC-1",Caberg,"Professional 8k studio product photography of a Caberg Horus Tech TC-1 motorcycle helmet. Features: gloss Tech TC-1 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_horus_track-tc-5,"Caberg Horus Track TC-5",Caberg,"Professional 8k studio product photography of a Caberg Horus Track TC-5 motorcycle helmet. Features: gloss Track TC-5 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_levo_x,"Caberg Levo X",Caberg,"Professional 8k studio product photography of a Caberg Levo X motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_levo_x_camo-grey,"Caberg Levo X Camo Grey",Caberg,"Professional 8k studio product photography of a Caberg Levo X Camo Grey motorcycle helmet. Features: gloss Camo Grey finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_levo_x_gloss-black,"Caberg Levo X Gloss Black",Caberg,"Professional 8k studio product photography of a Caberg Levo X Gloss Black motorcycle helmet. Features: gloss Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_levo_x_pearl-white,"Caberg Levo X Pearl White",Caberg,"Professional 8k studio product photography of a Caberg Levo X Pearl White motorcycle helmet. Features: gloss Pearl White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
caberg_levo_x_racer-grey,"Caberg Levo X Racer Grey",Caberg,"Professional 8k studio product photography of a Caberg Levo X Racer Grey motorcycle helmet. Features: matte Racer Grey finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_mission_ams,"CKX Mission AMS",CKX,"Professional 8k studio product photography of a CKX Mission AMS motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_mission_ams_anthracite,"CKX Mission AMS Anthracite",CKX,"Professional 8k studio product photography of a CKX Mission AMS Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_mission_ams_matte-black,"CKX Mission AMS Matte Black",CKX,"Professional 8k studio product photography of a CKX Mission AMS Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_mission_ams_pearl-white,"CKX Mission AMS Pearl White",CKX,"Professional 8k studio product photography of a CKX Mission AMS Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_mission_ams_vortex-tc-1,"CKX Mission AMS Vortex TC-1",CKX,"Professional 8k studio product photography of a CKX Mission AMS Vortex TC-1 motorcycle helmet. Features: matte Vortex TC-1 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_titan_original,"CKX Titan Original",CKX,"Professional 8k studio product photography of a CKX Titan Original motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_titan_original_anthracite,"CKX Titan Original Anthracite",CKX,"Professional 8k studio product photography of a CKX Titan Original Anthracite motorcycle helmet. Features: matte Anthracite finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_titan_original_course-tc-1,"CKX Titan Original Course TC-1",CKX,"Professional 8k studio product photography of a CKX Titan Original Course TC-1 motorcycle helmet. Features: gloss Course TC-1 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ckx_titan_original_gloss-black,"CKX Titan Original Gloss Black",CKX,"Professional 8k studio product photography of a CKX Titan Original Gloss Black motorcycle helmet. Features: gloss Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
